ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
248,LTPA,4,,No,,Paganini-Hill,All-cause mortality,1,Fatal,Both,3,13799,13,181286,0,12212,1202,15791,973,HR,0.75,0.7,0.81,0.75,0.7,0.81,0.79,0.74,0.85,4,1,18.38
248,LTPA,5,,No,,Paganini-Hill,All-cause mortality,1,Fatal,Both,3,13799,13,181286,0,12212,3262,42855,2642,HR,0.75,0.71,0.79,0.75,0.71,0.79,0.78,0.74,0.83,5,1,24.5
248,LTPA,6,,No,,Paganini-Hill,All-cause mortality,1,Fatal,Both,3,13799,13,181286,0,12212,2676,35156,2109,HR,0.73,0.69,0.78,0.73,0.69,0.78,0.79,0.74,0.84,6,1,61.25
250,LTPA,1,,No,,Wanner,All-cause mortality,0,Fatal,Men,1,8585,20,177749,0,2148,2369,49049,676,HR,1,,,1,,,1,,,1,1,0.56
250,LTPA,2,,No,,Wanner,All-cause mortality,0,Fatal,Men,1,8585,20,177749,0,2148,4902,101494,1217,HR,0.87,0.79,0.96,0.92,0.84,1.02,0.92,0.84,1.02,2,1,5.25
250,LTPA,3,,No,,Wanner,All-cause mortality,0,Fatal,Men,1,8585,20,177749,0,2148,1314,27206,255,HR,0.68,0.57,0.91,0.75,0.63,0.89,0.75,0.63,0.89,3,1,26.25
250,LTPA,4,,No,,Wanner,All-cause mortality,0,Fatal,Women,2,9078,22.6,201046,0,1730,3023,66949,671,HR,1,,,1,,,1,,,1,2,0.56
250,LTPA,5,,No,,Wanner,All-cause mortality,0,Fatal,Women,2,9078,22.6,201046,0,1730,5547,122847,973,HR,0.79,0.72,0.88,0.82,0.74,0.91,0.82,0.74,0.91,2,2,5.25
250,LTPA,6,,No,,Wanner,All-cause mortality,0,Fatal,Women,2,9078,22.6,201046,0,1730,508,11250,86,HR,0.76,0.53,1.08,0.74,0.52,1.05,0.74,0.52,1.05,3,2,26.25
250,LTPA,7,,No,,Wanner,All-cause mortality,1,Fatal,Both,3,17663,20.2,378795,0,3878,5392,115635,1357,HR,1,,,1,,,1,,,1,3,0.56
250,LTPA,8,,No,,Wanner,All-cause mortality,1,Fatal,Both,3,17663,20.2,378795,0,3878,10449,224086,2209,HR,0.84,0.78,0.9,0.88,0.82,0.94,0.88,0.82,0.94,2,3,5.25
250,LTPA,9,,No,,Wanner,All-cause mortality,1,Fatal,Both,3,17663,20.2,378795,0,3878,1822,39074,312,HR,0.68,0.58,0.79,0.73,0.63,0.85,0.73,0.63,0.85,3,3,26.25
250,LTPA,10,,No,,Wanner,All-cause CVD ,0,Fatal,Men,1,8585,20,177749,0,742,2369,49049,218,HR,1,,,1,,,1,,,1,4,0.56
250,LTPA,11,,No,,Wanner,All-cause CVD ,0,Fatal,Men,1,8585,20,177749,0,742,4902,101494,423,HR,0.94,0.79,1.1,0.98,0.83,1.16,0.98,0.83,1.16,2,4,5.25
250,LTPA,12,,No,,Wanner,All-cause CVD ,0,Fatal,Men,1,8585,20,177749,0,742,1314,27206,101,HR,0.84,0.62,1.12,0.92,0.68,1.23,0.92,0.68,1.23,3,4,26.25
250,LTPA,13,,No,,Wanner,All-cause CVD ,0,Fatal,Women,2,9078,22.6,201046,0,615,3023,66949,247,HR,1,,,1,,,1,,,1,5,0.56
250,LTPA,14,,No,,Wanner,All-cause CVD ,0,Fatal,Women,2,9078,22.6,201046,0,615,5547,122847,349,HR,0.77,0.65,0.91,0.79,0.67,0.94,0.79,0.67,0.94,2,5,5.25
250,LTPA,15,,No,,Wanner,All-cause CVD ,0,Fatal,Women,2,9078,22.6,201046,0,615,508,11250,19,HR,0.46,0.19,1.12,0.44,0.18,1.06,0.44,0.18,1.06,3,5,26.25
250,LTPA,16,,No,,Wanner,All-cause CVD ,1,Fatal,Both,3,17663,20.2,378795,0,1357,5392,115635,470,HR,1,,,1,,,1,,,1,6,0.56
250,LTPA,17,,No,,Wanner,All-cause CVD ,1,Fatal,Both,3,17663,20.2,378795,0,1357,10449,224086,766,HR,0.84,0.75,0.95,0.88,0.78,0.99,0.88,0.78,0.99,2,6,5.25
250,LTPA,18,,No,,Wanner,All-cause CVD ,1,Fatal,Both,3,17663,20.2,378795,0,1357,1822,39074,121,HR,0.76,0.58,0.99,0.81,0.62,1.06,0.81,0.62,1.06,3,6,26.25
250,LTPA,19,,No,,Wanner,All-cause cancer,0,Fatal,Men,1,8585,20,177749,0,759,2369,49049,249,HR,1,,,1,,,1,,,1,7,0.56
250,LTPA,20,,No,,Wanner,All-cause cancer,0,Fatal,Men,1,8585,20,177749,0,759,4902,101494,433,HR,0.84,0.72,0.98,0.91,0.77,1.06,0.91,0.77,1.06,2,7,5.25
250,LTPA,21,,No,,Wanner,All-cause cancer,0,Fatal,Men,1,8585,20,177749,0,759,1314,27206,77,HR,0.56,0.41,0.75,0.63,0.47,0.86,0.63,0.47,0.86,3,7,26.25
250,LTPA,22,,No,,Wanner,All-cause cancer,0,Fatal,Women,2,9078,22.6,201046,0,592,3023,66949,214,HR,1,,,1,,,1,,,1,8,0.56
250,LTPA,23,,No,,Wanner,All-cause cancer,0,Fatal,Women,2,9078,22.6,201046,0,592,5547,122847,341,HR,0.87,0.73,1.04,0.91,0.76,1.09,0.91,0.76,1.09,2,8,5.25
250,LTPA,24,,No,,Wanner,All-cause cancer,0,Fatal,Women,2,9078,22.6,201046,0,592,508,11250,37,HR,1.04,0.65,1.66,1.04,0.66,1.66,1.04,0.66,1.66,3,8,26.25
250,LTPA,25,,No,,Wanner,All-cause cancer,1,Fatal,Both,3,17663,20.2,378795,0,1351,5392,115635,469,HR,1,,,1,,,1,,,1,9,0.56
250,LTPA,26,,No,,Wanner,All-cause cancer,1,Fatal,Both,3,17663,20.2,378795,0,1351,10449,224086,781,HR,0.86,0.77,0.97,0.92,0.82,1.04,0.92,0.82,1.04,2,9,5.25
250,LTPA,27,,No,,Wanner,All-cause cancer,1,Fatal,Both,3,17663,20.2,378795,0,1351,1822,39074,101,HR,0.64,0.49,0.82,0.69,0.54,0.9,0.69,0.54,0.9,3,9,26.25
258,LTPA,1,,No,,Wen et al.,All-cause mortality,1,Fatal,Both,3,360318,8.1,2900560,36,4548,201307,1620521,2546,HR,1,,,,,,1,,,1,1,0.88
258,LTPA,2,,No,,Wen et al.,All-cause mortality,1,Fatal,Both,3,360318,8.1,2900560,36,4548,79709,641657,780,HR,0.88,0.82,0.94,,,,0.88,0.82,0.94,2,1,4.09
258,LTPA,3,,No,,Wen et al.,All-cause mortality,1,Fatal,Both,3,360318,8.1,2900560,36,4548,46513,374430,606,HR,0.8,0.74,0.86,,,,0.8,0.74,0.86,3,1,8.29
258,LTPA,4,,No,,Wen et al.,All-cause mortality,1,Fatal,Both,3,360318,8.1,2900560,36,4548,17646,142050,304,HR,0.78,0.7,0.86,,,,0.78,0.7,0.86,4,1,14.97
258,LTPA,5,,No,,Wen et al.,All-cause mortality,1,Fatal,Both,3,360318,8.1,2900560,36,4548,15143,121901,312,HR,0.68,0.62,0.76,,,,0.68,0.62,0.76,5,1,37.77
258,LTPA,6,,No,,Wen et al.,All-cause cancer,1,Fatal,Both,3,360318,8.1,2900560,36,2082,201307,1620521,1123,HR,1,,,,,,1,,,1,2,0.88
258,LTPA,7,,No,,Wen et al.,All-cause cancer,1,Fatal,Both,3,360318,8.1,2900560,36,2082,79709,641657,375,HR,0.92,0.82,1.03,,,,0.92,0.82,1.03,2,2,4.09
258,LTPA,8,,No,,Wen et al.,All-cause cancer,1,Fatal,Both,3,360318,8.1,2900560,36,2082,46513,374430,283,HR,0.88,0.78,0.99,,,,0.88,0.78,0.99,3,2,8.29
258,LTPA,9,,No,,Wen et al.,All-cause cancer,1,Fatal,Both,3,360318,8.1,2900560,36,2082,17646,142050,144,HR,0.86,0.73,1.01,,,,0.86,0.73,1.01,4,2,14.97
258,LTPA,10,,No,,Wen et al.,All-cause cancer,1,Fatal,Both,3,360318,8.1,2900560,36,2082,15143,121901,157,HR,0.84,0.72,0.97,,,,0.84,0.72,0.97,5,2,37.77
258,LTPA,11,,No,,Wen et al.,All-cause CVD ,1,Fatal,Both,3,360318,8.1,2900560,36,667,201307,1620521,376,HR,1,,,,,,1,,,1,3,0.88
258,LTPA,12,,No,,Wen et al.,All-cause CVD ,1,Fatal,Both,3,360318,8.1,2900560,36,667,79709,641657,99,HR,0.79,0.67,0.94,,,,0.79,0.67,0.94,2,3,4.09
258,LTPA,13,,No,,Wen et al.,All-cause CVD ,1,Fatal,Both,3,360318,8.1,2900560,36,667,46513,374430,96,HR,0.75,0.63,0.89,,,,0.75,0.63,0.89,3,3,8.29
258,LTPA,14,,No,,Wen et al.,All-cause CVD ,1,Fatal,Both,3,360318,8.1,2900560,36,667,17646,142050,46,HR,0.68,0.54,0.87,,,,0.68,0.54,0.87,4,3,14.97
258,LTPA,15,,No,,Wen et al.,All-cause CVD ,1,Fatal,Both,3,360318,8.1,2900560,36,667,15143,121901,50,HR,0.67,0.54,0.83,,,,0.67,0.54,0.83,5,3,37.77
258,LTPA,16,,No,,Wen et al.,Coronary heart disease,1,Fatal,Both,3,360318,8.1,2900560,36,176,201307,1620521,98,HR,1,,,,,,1,,,1,4,0.88
258,LTPA,17,,No,,Wen et al.,Coronary heart disease,1,Fatal,Both,3,360318,8.1,2900560,36,176,79709,641657,26,HR,0.81,0.59,1.13,,,,0.81,0.59,1.13,2,4,4.09
258,LTPA,18,,No,,Wen et al.,Coronary heart disease,1,Fatal,Both,3,360318,8.1,2900560,36,176,46513,374430,27,HR,0.78,0.56,1.09,,,,0.78,0.56,1.09,3,4,8.29
258,LTPA,19,,No,,Wen et al.,Coronary heart disease,1,Fatal,Both,3,360318,8.1,2900560,36,176,17646,142050,7,HR,0.48,0.28,0.84,,,,0.48,0.28,0.84,4,4,14.97
258,LTPA,20,,No,,Wen et al.,Coronary heart disease,1,Fatal,Both,3,360318,8.1,2900560,36,176,15143,121901,18,HR,0.76,0.5,1.15,,,,0.76,0.5,1.15,5,4,37.77
258,LTPA,21,,No,,Wen et al.,Stroke,1,Fatal,Both,3,360318,8.1,2900560,36,283,201307,1620521,158,HR,1,,,,,,1,,,1,5,0.88
258,LTPA,22,,No,,Wen et al.,Stroke,1,Fatal,Both,3,360318,8.1,2900560,36,283,79709,641657,44,HR,0.89,0.69,1.14,,,,0.89,0.69,1.14,2,5,4.09
258,LTPA,23,,No,,Wen et al.,Stroke,1,Fatal,Both,3,360318,8.1,2900560,36,283,46513,374430,44,HR,0.78,0.6,1.01,,,,0.78,0.6,1.01,3,5,8.29
258,LTPA,24,,No,,Wen et al.,Stroke,1,Fatal,Both,3,360318,8.1,2900560,36,283,17646,142050,21,HR,0.78,0.55,1.11,,,,0.78,0.55,1.11,4,5,14.97
258,LTPA,25,,No,,Wen et al.,Stroke,1,Fatal,Both,3,360318,8.1,2900560,36,283,15143,121901,16,HR,0.58,0.41,0.83,,,,0.58,0.41,0.83,5,5,37.77
127,LTPA,1,,No,,Arem H.,Liver cancer,1,Both,Both,3,296661,13.1,3886259,0,497,41607,545049,108,HR,1,,,1,,,1,,,1,1,0
127,LTPA,2,,No,,Arem H.,Liver cancer,1,Both,Both,3,296661,13.1,3886259,0,497,31429,411716,56,HR,0.69,0.5,0.96,0.73,0.53,1.02,0.78,0.56,1.08,2,1,1.75
127,LTPA,3,,No,,Arem H.,Liver cancer,1,Both,Both,3,296661,13.1,3886259,0,497,75302,986451,137,HR,0.7,0.54,0.9,0.76,0.59,0.99,0.85,0.66,1.1,3,1,7
127,LTPA,4,,No,,Arem H.,Liver cancer,1,Both,Both,3,296661,13.1,3886259,0,497,76865,1006934,102,HR,0.51,0.39,0.67,0.57,0.44,0.75,0.68,0.52,0.9,4,1,19.25
127,LTPA,5,,No,,Arem H.,Liver cancer,1,Both,Both,3,296661,13.1,3886259,0,497,71459,936110,95,HR,0.51,0.38,0.66,0.57,0.43,0.75,0.7,0.53,0.93,5,1,29.75
130,LTPA,1,,No,,Cook MB,Esophageal cancer,1,Both,Both,3,303033,5.9,2725802,33% first deaths,249,,453550,58,HR,1,,,1,,,1,,,1,1,0
130,LTPA,2,,No,,Cook MB,Esophageal cancer,1,Both,Both,3,303033,5.9,2725802,33% first deaths,249,,557724,38,HR,1.21,0.72,2.02,1.21,0.72,2.02,1.21,0.72,2.02,2,1,1.75
130,LTPA,3,,No,,Cook MB,Esophageal cancer,1,Both,Both,3,303033,5.9,2725802,33% first deaths,249,,554889,92,HR,1.24,0.81,1.91,1.24,0.81,1.91,1.24,0.81,1.91,3,1,7
130,LTPA,4,,No,,Cook MB,Esophageal cancer,1,Both,Both,3,303033,5.9,2725802,33% first deaths,249,,542390,98,HR,1.32,0.85,2.04,1.32,0.85,2.04,1.32,0.85,2.04,4,1,19.25
130,LTPA,5,,No,,Cook MB,Esophageal cancer,1,Both,Both,3,303033,5.9,2725802,33% first deaths,249,,617249,87,HR,1.47,0.95,2.28,1.47,0.95,2.28,1.47,0.95,2.28,5,1,29.75
130,LTPA,6,,No,,Cook MB,Gastric cardia cancer,1,Both,Both,3,303033,5,2528695,33% first deaths,168,,561328,40,HR,1,,,1,,,1,,,1,2,0
130,LTPA,7,,No,,Cook MB,Gastric cardia cancer,1,Both,Both,3,303033,5,2528695,33% first deaths,168,,470897,32,HR,1.22,0.68,2.17,1.22,0.68,2.17,1.22,0.68,2.17,2,2,1.75
130,LTPA,8,,No,,Cook MB,Gastric cardia cancer,1,Both,Both,3,303033,5,2528695,33% first deaths,168,,504724,63,HR,1.07,0.65,1.76,1.07,0.65,1.76,1.07,0.65,1.76,3,2,7
130,LTPA,9,,No,,Cook MB,Gastric cardia cancer,1,Both,Both,3,303033,5,2528695,33% first deaths,168,,553961,62,HR,1.12,0.68,1.85,1.12,0.68,1.85,1.12,0.68,1.85,4,2,19.25
130,LTPA,10,,No,,Cook MB,Gastric cardia cancer,1,Both,Both,3,303033,5,2528695,33% first deaths,168,,437786,50,HR,0.81,0.47,1.41,0.81,0.47,1.41,0.81,0.47,1.41,5,2,29.75
131,LTPA,1,,No,,Hofmann JN,Myeloma,1,Both,Both,3,305618,,4405154,0,471,,1282448,125,HR,1,,,,,,1,,,1,1,6.8
131,LTPA,2,,No,,Hofmann JN,Myeloma,1,Both,Both,3,305618,,4405154,0,471,,792786,85,HR,1.1,0.83,1.45,,,,1.1,0.83,1.45,2,1,18.05
131,LTPA,3,,No,,Hofmann JN,Myeloma,1,Both,Both,3,305618,,4405154,0,471,,1053939,113,HR,1.1,0.85,1.43,,,,1.1,0.85,1.43,3,1,32.29
131,LTPA,4,,No,,Hofmann JN,Myeloma,1,Both,Both,3,305618,,4405154,0,471,,1275982,148,HR,1.19,0.93,1.52,,,,1.19,0.93,1.52,4,1,49.37
131,LTPA,5,,No,,Hofmann JN,Myeloma,0,Both,Men,1,178261,,2569440,0,319,,781718,94,HR,1,,,,,,1,,,1,2,6.8
131,LTPA,6,,No,,Hofmann JN,Myeloma,0,Both,Men,1,178261,,2569440,0,319,,447105,50,HR,0.93,0.66,1.32,,,,0.93,0.66,1.32,2,2,18.05
131,LTPA,7,,No,,Hofmann JN,Myeloma,0,Both,Men,1,178261,,2569440,0,319,,645085,83,HR,1.07,0.79,1.45,,,,1.07,0.79,1.45,3,2,32.29
131,LTPA,8,,No,,Hofmann JN,Myeloma,0,Both,Men,1,178261,,2569440,0,319,,695533,92,HR,1.1,0.82,1.48,,,,1.1,0.82,1.48,4,2,49.37
131,LTPA,9,,No,,Hofmann JN,Myeloma,0,Both,Women,2,127357,,1835714,0,152,,478619,31,HR,1,,,,,,1,,,1,3,6.8
131,LTPA,10,,No,,Hofmann JN,Myeloma,0,Both,Women,2,127357,,1835714,0,152,,353187,35,HR,1.53,0.94,2.5,,,,1.53,0.94,2.5,2,3,18.05
131,LTPA,11,,No,,Hofmann JN,Myeloma,0,Both,Women,2,127357,,1835714,0,152,,399292,30,HR,1.16,0.69,1.94,,,,1.16,0.69,1.94,3,3,32.29
131,LTPA,12,,No,,Hofmann JN,Myeloma,0,Both,Women,2,127357,,1835714,0,152,,604616,56,HR,1.43,0.9,2.26,,,,1.43,0.9,2.26,4,3,49.37
135,LTPA,1,,No,,Moore SC,Kidney cancer,1,Both,Both,3,482386,8.2,3310947,0,1238,87732,587749,265,HR,1,,,1,,,1,,,1,1,0
135,LTPA,2,,No,,Moore SC,Kidney cancer,1,Both,Both,3,482386,8.2,3310947,0,1238,,455651,153,HR,0.73,0.6,0.89,0.73,0.6,0.89,0.79,0.65,0.97,2,1,1.31
135,LTPA,3,,No,,Moore SC,Kidney cancer,1,Both,Both,3,482386,8.2,3310947,0,1238,,723952,266,HR,0.77,0.65,0.91,0.77,0.65,0.91,0.89,0.74,1.06,3,1,3.94
135,LTPA,4,,No,,Moore SC,Kidney cancer,1,Both,Both,3,482386,8.2,3310947,0,1238,,898825,343,HR,0.76,0.65,0.89,0.76,0.65,0.89,0.94,0.79,1.11,4,1,9.19
135,LTPA,5,,No,,Moore SC,Kidney cancer,1,Both,Both,3,482386,8.2,3310947,0,1238,93412,644770,211,HR,0.63,0.53,0.76,0.63,0.53,0.76,0.81,0.67,0.98,5,1,14.44
138,LTPA,1,,No,,Kabat GC,Myeloid leukemia,1,Both,Both,3,493188,10.5,4439248,0,178,,1388497,63,HR,1,,,1,,,1,,,1,1,1.31
138,LTPA,2,,No,,Kabat GC,Myeloid leukemia,1,Both,Both,3,493188,10.5,4439248,0,178,,971078,39,HR,0.83,0.56,1.24,0.83,0.56,1.24,0.88,0.58,1.32,2,1,3.94
138,LTPA,3,,No,,Kabat GC,Myeloid leukemia,1,Both,Both,3,493188,10.5,4439248,0,178,,2079673,73,HR,0.68,0.48,0.95,0.68,0.48,0.95,0.7,0.49,0.99,3,1,9.19
139,LTPA,1,,No,,Koebnick C,Bladder cancer,1,Both,Both,3,471760,8,3404642,0,1719,83558,591296,334,HR,1,,,1,,,1,,,1,1,0
139,LTPA,2,,No,,Koebnick C,Bladder cancer,1,Both,Both,3,471760,8,3404642,0,1719,64730,467197,217,HR,0.8,0.68,0.95,0.85,0.72,1.01,0.85,0.72,1.02,2,1,1.31
139,LTPA,3,,No,,Koebnick C,Bladder cancer,1,Both,Both,3,471760,8,3404642,0,1719,102945,745409,363,HR,0.79,0.68,0.91,0.88,0.75,1.02,0.89,0.76,1.03,3,1,3.94
139,LTPA,4,,No,,Koebnick C,Bladder cancer,1,Both,Both,3,471760,8,3404642,0,1719,128003,929663,469,HR,0.75,0.65,0.86,0.89,0.77,1.03,0.91,0.78,1.05,4,1,9.19
139,LTPA,5,,No,,Koebnick C,Bladder cancer,1,Both,Both,3,471760,8,3404642,0,1719,92524,671077,336,HR,0.71,0.61,0.82,0.85,0.73,0.99,0.87,0.74,1.02,5,1,14.44
139,LTPA,6,,No,,Koebnick C,Bladder cancer,0,Both,Men,1,287941,8,2303528,0,1470,42762,342096,248,HR,1,,,,,,1,,,1,2,0
139,LTPA,7,,No,,Koebnick C,Bladder cancer,0,Both,Men,1,287941,8,2303528,0,1470,38126,305008,186,HR,0.84,0.69,1.02,,,,0.84,0.69,1.02,2,2,1.31
139,LTPA,8,,No,,Koebnick C,Bladder cancer,0,Both,Men,1,287941,8,2303528,0,1470,63723,509784,318,HR,0.86,0.73,1.02,,,,0.86,0.73,1.02,3,2,3.94
139,LTPA,9,,No,,Koebnick C,Bladder cancer,0,Both,Men,1,287941,8,2303528,0,1470,81154,649232,405,HR,0.86,0.73,1.01,,,,0.86,0.73,1.01,4,2,9.19
139,LTPA,10,,No,,Koebnick C,Bladder cancer,0,Both,Men,1,287941,8,2303528,0,1470,62176,497408,314,HR,0.87,0.73,1.03,,,,0.87,0.73,1.03,5,2,14.44
139,LTPA,11,,No,,Koebnick C,Bladder cancer,0,Both,Women,2,183819,8,1470552,0,249,40796,326368,56,HR,1,,,,,,1,,,1,3,0
139,LTPA,12,,No,,Koebnick C,Bladder cancer,0,Both,Women,2,183819,8,1470552,0,249,26604,212832,32,HR,0.88,0.58,1.34,,,,0.88,0.58,1.34,2,3,1.31
139,LTPA,13,,No,,Koebnick C,Bladder cancer,0,Both,Women,2,183819,8,1470552,0,249,39222,313776,53,HR,0.98,0.68,1.42,,,,0.98,0.68,1.42,3,3,3.94
139,LTPA,14,,No,,Koebnick C,Bladder cancer,0,Both,Women,2,183819,8,1470552,0,249,46849,374792,76,HR,1.19,0.84,1.69,,,,1.19,0.84,1.69,4,3,9.19
139,LTPA,15,,No,,Koebnick C,Bladder cancer,0,Both,Women,2,183819,8,1470552,0,249,30348,242784,32,HR,0.78,0.49,1.23,,,,0.78,0.49,1.23,5,3,14.44
140,LTPA,1,,No,,Leitzmann MF,Head and neck cancer,1,Both,Both,3,487732,7.2 (head); 3.8 (neck),3518483,0,1249,87222,616503,290,HR,1,,,1,,,1,,,1,1,0
140,LTPA,2,,No,,Leitzmann MF,Head and neck cancer,1,Both,Both,3,487732,7.2 (head); 3.8 (neck),3518483,0,1249,66853,482118,178,HR,0.76,0.63,0.91,0.84,0.69,1.01,0.87,0.72,1.05,2,1,1.31
140,LTPA,3,,No,,Leitzmann MF,Head and neck cancer,1,Both,Both,3,487732,7.2 (head); 3.8 (neck),3518483,0,1249,106058,767821,256,HR,0.66,0.56,0.78,0.79,0.67,0.94,0.84,0.7,0.99,3,1,3.94
140,LTPA,4,,No,,Leitzmann MF,Head and neck cancer,1,Both,Both,3,487732,7.2 (head); 3.8 (neck),3518483,0,1249,131852,957476,289,HR,0.57,0.48,0.67,0.77,0.66,0.91,0.82,0.69,0.97,4,1,9.19
140,LTPA,5,,No,,Leitzmann MF,Head and neck cancer,1,Both,Both,3,487732,7.2 (head); 3.8 (neck),3518483,0,1249,95747,694565,236,HR,0.62,0.52,0.74,0.86,0.72,1.03,0.89,0.74,1.06,5,1,14.44
140,LTPA,6,,No,,Leitzmann MF,Head and neck cancer,0,Both,Men,1,295253,7.2 (head); 3.8 (neck),1623892,0,977,44134,242737,178,HR,1,,,,,,1,,,1,2,0
140,LTPA,7,,No,,Leitzmann MF,Head and neck cancer,0,Both,Men,1,295253,7.2 (head); 3.8 (neck),1623892,0,977,39109,215100,136,HR,0.86,0.69,1.07,,,,0.86,0.69,1.07,2,2,1.31
140,LTPA,8,,No,,Leitzmann MF,Head and neck cancer,0,Both,Men,1,295253,7.2 (head); 3.8 (neck),1623892,0,977,65120,358160,189,HR,0.72,0.59,0.88,,,,0.72,0.59,0.88,3,2,3.94
140,LTPA,9,,No,,Leitzmann MF,Head and neck cancer,0,Both,Men,1,295253,7.2 (head); 3.8 (neck),1623892,0,977,83122,457171,262,HR,0.78,0.65,0.95,,,,0.78,0.65,0.95,4,2,9.19
140,LTPA,10,,No,,Leitzmann MF,Head and neck cancer,0,Both,Men,1,295253,7.2 (head); 3.8 (neck),1623892,0,977,63768,350724,211,HR,0.82,0.67,1,,,,0.82,0.67,1,5,2,14.44
140,LTPA,11,,No,,Leitzmann MF,Head and neck cancer,0,Both,Women,2,192479,7.2 (head); 3.8 (neck),1058635,0,272,43088,236984,58,HR,1,,,,,,1,,,1,3,0
140,LTPA,12,,No,,Leitzmann MF,Head and neck cancer,0,Both,Women,2,192479,7.2 (head); 3.8 (neck),1058635,0,272,27744,152592,32,HR,0.86,0.58,1.29,,,,0.86,0.58,1.29,2,3,1.31
140,LTPA,13,,No,,Leitzmann MF,Head and neck cancer,0,Both,Women,2,192479,7.2 (head); 3.8 (neck),1058635,0,272,40938,225159,73,HR,1.33,0.96,1.86,,,,1.33,0.96,1.86,3,3,3.94
140,LTPA,14,,No,,Leitzmann MF,Head and neck cancer,0,Both,Women,2,192479,7.2 (head); 3.8 (neck),1058635,0,272,48730,268015,59,HR,0.9,0.62,1.31,,,,0.9,0.62,1.31,4,3,9.19
140,LTPA,15,,No,,Leitzmann MF,Head and neck cancer,0,Both,Women,2,192479,7.2 (head); 3.8 (neck),1058635,0,272,31979,175885,49,HR,1.14,0.77,1.71,,,,1.14,0.77,1.71,5,3,14.44
144,LTPA,1,,No,,Peters TM,Breast cancer,1,Both,Women,2,182862,7,1278786,0,6609,41580,285349,1485,HR,1,,,1,,,1,,,1,1,0
144,LTPA,2,,No,,Peters TM,Breast cancer,1,Both,Women,2,182862,7,1278786,0,6609,26311,184682,981,HR,1.04,0.96,1.13,0.99,0.91,1.07,1,0.92,1.08,2,1,1.31
144,LTPA,3,,No,,Peters TM,Breast cancer,1,Both,Women,2,182862,7,1278786,0,6609,38713,271497,1391,HR,0.99,0.92,1.07,0.94,0.87,1.01,0.96,0.89,1.03,3,1,3.94
144,LTPA,4,,No,,Peters TM,Breast cancer,1,Both,Women,2,182862,7,1278786,0,6609,46251,325701,1711,HR,1.01,0.94,1.08,0.93,0.87,1,0.97,0.9,1.04,4,1,9.19
144,LTPA,5,,No,,Peters TM,Breast cancer,1,Both,Women,2,182862,7,1278786,0,6609,30007,211557,1041,HR,0.94,0.87,1.02,0.87,0.81,0.95,0.92,0.85,1,5,1,14.44
220,LTPA,1,,No,,"Pandey, A.",Heart failure,1,Both,Both,3,51451,"11, 8, 13 (WHI-HF, MESA, CHS)",645515,24,3180,10623,133278,742,HR,1,,,,,,1,,,1,1,0
220,LTPA,2,,No,,"Pandey, A.",Heart failure,1,Both,Both,3,51451,"11, 8, 13 (WHI-HF, MESA, CHS)",645515,24,3180,17714,222244,1163,HR,0.94,0.85,1.03,,,,0.94,0.85,1.04,2,1,2.33
220,LTPA,3,,No,,"Pandey, A.",Heart failure,1,Both,Both,3,51451,"11, 8, 13 (WHI-HF, MESA, CHS)",645515,24,3180,9349,117295,555,HR,0.85,0.75,0.95,,,,0.89,0.79,1,3,1,8.72
220,LTPA,4,,No,,"Pandey, A.",Heart failure,1,Both,Both,3,51451,"11, 8, 13 (WHI-HF, MESA, CHS)",645515,24,3180,13765,172699,721,HR,0.75,0.68,0.84,,,,0.78,0.7,0.87,4,1,21.76
23,LTPA,1,,No,,Bennett DA.,All-cause CVD ,1,Fatal,Both,3,487344,7.5,3655080,36,5183,,711907,1170,HR,1,,,1,,,1,,,1,1,10.23
23,LTPA,2,,No,,Bennett DA.,All-cause CVD ,1,Fatal,Both,3,487344,7.5,3655080,36,5183,,683865,1034,HR,0.92,0.86,0.98,0.92,0.86,0.98,0.92,0.86,0.98,2,1,29.58
23,LTPA,3,,No,,Bennett DA.,All-cause CVD ,1,Fatal,Both,3,487344,7.5,3655080,36,5183,,756140,1106,HR,0.89,0.84,0.94,0.89,0.84,0.94,0.89,0.84,0.94,3,1,42.99
23,LTPA,4,,No,,Bennett DA.,All-cause CVD ,1,Fatal,Both,3,487344,7.5,3655080,36,5183,,717231,943,HR,0.8,0.75,0.86,0.8,0.75,0.86,0.8,0.75,0.86,4,1,58.3
23,LTPA,5,,No,,Bennett DA.,All-cause CVD ,1,Fatal,Both,3,487344,7.5,3655080,36,5183,,785937,930,HR,0.72,0.67,0.78,0.72,0.67,0.78,0.72,0.67,0.78,5,1,77.6
24,LTPA,1,,No,,Lv J.,Coronary heart disease,1,Both,Both,3,461211,7.2,3265209,0,21857,,779066,8671,HR,1,,,1,,,1,,,1,1,0
24,LTPA,2,,No,,Lv J.,Coronary heart disease,1,Both,Both,3,461211,7.2,3265209,0,21857,,842120,6198,HR,0.94,0.91,0.97,0.93,0.9,0.96,0.94,0.91,0.97,2,1,44.36
